Price,Gold_Close,Gold_Volume,BTC_Close,BTC_Volume,Gold_dv,BTC_dv,Gold_dv_chg,BTC_dv_chg
2018-03-12,1319.4000244140625,0,9205.1201171875,6457399808,0.0,59441140877343.5,-1.0,-0.26864906743207706
2018-03-13,1325.9000244140625,13,9194.849609375,5991139840,17236.700317382812,55087629817535.0,inf,-0.073240704931824
2018-03-14,1324.4000244140625,19,8269.8095703125,6438230016,25163.600463867188,53242936202190.0,0.45988501282291705,-0.03348653085012221
2018-03-15,1316.800048828125,0,8300.8603515625,6834429952,0.0,56731648614088.0,-1.0,0.06552441808711706
2018-03-16,1311.300048828125,34,8338.349609375,5289379840,44584.20166015625,44104698322700.0,inf,-0.22257330079162174
2018-03-19,1316.800048828125,6,8630.650390625,6729110016,7900.80029296875,58076595988149.0,-0.82278923926478,0.3167893262350665
2018-03-20,1311.0999755859375,4,8913.4697265625,6361789952,5244.39990234375,56705622143901.5,-0.3362191540253259,-0.023606305103130665
2018-03-21,1320.699951171875,34,8929.2802734375,6043129856,44903.79833984375,53960800213002.0,7.5622376584546895,-0.048404758243088875
2018-03-22,1326.5999755859375,0,8728.4697265625,5530390016,0.0,48271841830739.5,-1.0,-0.10542761337500939
2018-03-23,1349.300048828125,8,8879.6201171875,5954120192,10794.400390625,52870325437035.5,inf,0.09526223636587416
2018-03-26,1354.4000244140625,10,8209.400390625,5921039872,13544.000244140625,48608187038103.0,0.25472464926385996,-0.08061494541032055
2018-03-27,1341.300048828125,290889,7833.0400390625,5378250240,390169429.90356445,42128049470017.5,28806.547465333122,-0.13331370624882277
2018-03-28,1324.199951171875,59284,7954.47998046875,4935289856,78503869.90527344,39257664357362.5,-0.798795436319353,-0.06813477359538922
2018-03-29,1322.800048828125,5585,7165.7001953125,6361229824,7387838.272705078,45582665792264.5,-0.9058920498872272,0.16111507239262934
2018-04-02,1342.0999755859375,649,7083.7998046875,4333440000,871022.8841552734,30697221425625.0,-0.8821004396680782,-0.32655932047672387
2018-04-03,1332.800048828125,702,7456.10986328125,5499700224,935625.6342773438,41006369085256.5,0.07416883218254666,0.335833250726262
2018-04-04,1335.800048828125,718,6853.83984375,4936000000,959104.4350585938,33830553468750.0,0.02509422564013497,-0.1749927090981217
2018-04-05,1324.300048828125,258,6811.47021484375,5639320064,341669.41259765625,38412060647906.75,-0.6437620345517608,0.1354251322961295
2018-04-06,1331.9000244140625,348,6636.31982421875,3766810112,463501.20849609375,24997756620333.25,0.35657800027275033,-0.34922115089143246
2018-04-09,1336.300048828125,290,6770.72998046875,4894060032,387527.01416015625,33136358984876.25,-0.16391369201053074,0.32557330996346434
2018-04-10,1342.0,105,6834.759765625,4272750080,140910.0,29203220335355.0,-0.6363866392504832,-0.11869555889699202
2018-04-11,1356.5,118,6968.31982421875,4641889792,160067.0,32346172659432.25,0.13595202611596058,0.10762348425910484
2018-04-12,1338.4000244140625,34,7889.25,8906250240,45505.600830078125,70263634705920.0,-0.7157090416508205,1.1722395241537455
2018-04-13,1344.800048828125,67,7895.9599609375,7764460032,90101.60327148438,61307865530971.5,0.9800112871365352,-0.12745952031135022
2018-04-16,1347.5,60,8058.669921875,5631309824,80850.0,45380867099428.0,-0.10267967422964108,-0.2597871952253419
2018-04-17,1347.199951171875,409,7902.08984375,6900879872,551004.7800292969,54531372749470.0,5.815148794425441,0.2016379640784196
2018-04-18,1351.199951171875,45,8163.419921875,6529909760,60803.997802734375,53306395422830.0,-0.8896488741903448,-0.0224637170288714
2018-04-19,1346.800048828125,387,8294.3095703125,7063209984,521211.6188964844,58584450167418.0,7.571995884011518,0.09901353679463987
2018-04-20,1336.699951171875,310,8845.830078125,8438110208,414376.98486328125,74642089080460.0,-0.20497362330370672,0.27409387417913367
2018-04-23,1322.5,68,8930.8798828125,6925190144,89930.0,61848041341701.0,-0.7829753985258826,-0.17140527410704876
2018-04-24,1331.4000244140625,28,9697.5,10678800384,37279.20068359375,103557666723840.0,-0.5854642423708023,0.674388783820973
2018-04-25,1321.199951171875,278,8845.740234375,11083100160,367293.58642578125,98038225006920.0,8.85250701975013,-0.05329824330282418
2018-04-26,1316.300048828125,569,9281.509765625,8970559488,748974.7277832031,83260335490992.0,1.0391718109527837,-0.15073599623906808
2018-04-27,1320.300048828125,622,8987.0498046875,7566289920,821226.6303710938,67998624347745.0,0.09646774438136263,-0.1833011007371953
2018-04-30,1316.199951171875,49,9240.5498046875,8673920000,64493.797607421875,80151789761875.0,-0.9214665048328029,0.17872663646809528
2018-05-01,1303.800048828125,28,9119.009765625,7713019904,36506.4013671875,70335103827036.0,-0.43395484959027464,-0.12247619128660314
2018-05-02,1302.5999755859375,23,9235.919921875,7558159872,29959.799438476562,69806559334521.0,-0.17932750650671148,-0.0075146614386859545
2018-05-03,1310.699951171875,4,9743.8603515625,10207299584,5242.7998046875,99458501713058.0,-0.8250055106191961,0.42477301074876794
2018-05-04,1312.699951171875,0,9700.759765625,8217829888,0.0,79719193538261.0,-1.0,-0.19846778138429777
2018-05-07,1312.199951171875,4,9373.009765625,7394019840,5248.7998046875,69304220167545.0,inf,-0.13064574424874686
2018-05-08,1312.0,337,9234.8203125,7415869952,442144.0,68484226467588.0,83.23716210420872,-0.011831800400821768
2018-05-09,1311.300048828125,70,9325.1796875,7226890240,91791.00341796875,67392050069840.0,-0.7923956823614733,-0.015947853309913662
2018-05-10,1320.800048828125,8,9043.9404296875,6906699776,10566.400390625,62463781339880.0,-0.8848863178615547,-0.0731283396907012
2018-05-11,1319.0,3,8441.490234375,8488520192,3957.0,71655760305063.0,-0.6255110677510543,0.14715694067842766
2018-05-14,1316.5,4,8716.7900390625,7364149760,5266.0,64191747274132.5,0.33080616628759163,-0.10416487103274952
2018-05-15,1288.9000244140625,8,8510.3798828125,6705710080,10311.2001953125,57068140164805.0,0.958070678942746,-0.11097387766851019
2018-05-16,1290.199951171875,26,8368.830078125,6760220160,33545.19873046875,56575133809755.0,2.253277804238394,-0.008638906991296103
2018-05-17,1288.199951171875,2,8094.31982421875,5862530048,2576.39990234375,47453193187604.5,-0.9231961651786659,-0.16123586473210683
2018-05-18,1290.199951171875,2,8250.9697265625,5764190208,2580.39990234375,47560158904356.0,0.0015525540100980173,0.002254131061920628
2018-05-21,1290.199951171875,52,8418.990234375,5154990080,67090.3974609375,43399811141820.0,25.0,-0.08747548070439604
2018-05-22,1291.699951171875,50,8041.77978515625,5137010176,64584.99755859375,41310704589498.75,-0.03734364375769994,-0.04813630514415279
2018-05-23,1289.300048828125,10,7557.81982421875,6491120128,12893.00048828125,49058716384783.75,-0.8003715882069319,0.18755457870487535
2018-05-24,1303.699951171875,0,7587.33984375,6049220096,0.0,45897488657994.0,-1.0,-0.0644376363620115
2018-05-25,1303.300048828125,1,7480.14013671875,4867829760,1303.300048828125,36412048766490.0,inf,-0.20666577124044705
2018-05-29,1298.699951171875,386334,7472.58984375,5662660096,501731946.93603516,42314736321978.0,384969.40446455317,0.16210808662104847
2018-05-30,1301.5,50845,7406.52001953125,4922540032,66174767.5,36458891293952.0,-0.8681073272210101,-0.13838784161310047
2018-05-31,1300.0999755859375,4082,7494.169921875,5127130112,5307008.100341797,38423584270890.0,-0.9198031470176031,0.05388789694940388
2018-06-01,1294.800048828125,663,7541.4501953125,4921460224,858452.4323730469,37114947167507.5,-0.8382417331683065,-0.03405817359870644
2018-06-04,1293.0999755859375,144,7514.47021484375,4993169920,186206.396484375,37521026641493.75,-0.783090606465359,0.010941130325567539
2018-06-05,1297.5,357,7633.759765625,4961739776,463207.5,37876729469530.0,1.487602513906491,0.00948009316042775
2018-06-06,1297.0999755859375,373,7653.97998046875,4692259840,483818.2908935547,35914462878517.5,0.044495805645536235,-0.051806653280110915
2018-06-07,1298.699951171875,79,7678.240234375,4485799936,102597.29614257812,34443049551952.0,-0.7879425022293118,-0.0409699382541967
2018-06-08,1298.0999755859375,650,7624.919921875,4227579904,843764.9841308594,32234958231328.0,7.224046986172912,-0.06410847324344604
2018-06-11,1298.9000244140625,71,6906.919921875,4745269760,92221.90173339844,32775198240015.0,-0.8907019093374753,0.01675944497306525
2018-06-12,1295.0999755859375,153,6582.35986328125,4654380032,198150.29626464844,30636804311094.5,1.1486251371987022,-0.0652442713926823
2018-06-13,1296.9000244140625,135,6349.89990234375,5052349952,175081.50329589844,32081916466811.25,-0.1164206837114159,0.04716915449283432
2018-06-14,1304.0,42,6675.35009765625,5138710016,54768.0,34302688407132.75,-0.6871856879853337,0.0692219226559887
2018-06-15,1274.5999755859375,589,6456.580078125,3955389952,750739.3856201172,25538291965299.0,12.707628279654491,-0.25550173612664484
2018-06-18,1276.199951171875,35,6734.81982421875,4039200000,44666.998291015625,27203284233984.375,-0.9405026575845354,0.06519591329552266
2018-06-19,1275.5999755859375,34,6769.93994140625,4057029888,43370.399169921875,27465848682250.125,-0.029028123014806395,0.009651939302892432
2018-06-20,1271.199951171875,7,6776.5498046875,3888640000,8898.399658203125,26351562632500.0,-0.7948278127821724,-0.04056987507071774
2018-06-21,1267.199951171875,46,6729.740234375,3529129984,58291.19775390625,23750128045664.0,5.550750695960214,-0.09872031587332086
2018-06-22,1267.4000244140625,74,6083.68994140625,5079810048,93787.60180664062,30903989293272.0,0.6089496428361805,0.3012135864637606
2018-06-25,1265.5999755859375,37,6249.18017578125,5500810240,46827.19909667969,34375554302542.5,-0.5007101344458933,0.11233387949776064
2018-06-26,1256.5999755859375,89,6093.669921875,3279759872,111837.39782714844,19985774082979.0,1.3882999620850338,-0.4186050381302272
2018-06-27,1252.800048828125,1162,6157.1298828125,3296219904,1455753.6567382812,20295254071239.75,12.016698215638367,0.015485013839134698
2018-06-28,1247.800048828125,378,5903.43994140625,3467800064,471668.41845703125,20471949406628.75,-0.6759970917649367,0.008706239141858862
2018-06-29,1251.300048828125,48,6218.2998046875,3966230016,60062.40234375,24663207333838.5,-0.8726596905931668,0.20473174508005743
2018-07-02,1239.800048828125,29,6614.18017578125,4396930048,35954.201416015625,29082087557778.5,-0.401385891788976,0.17916892008920482
2018-07-03,1251.5999755859375,36,6529.58984375,4672309760,45057.59912109375,30508266355750.0,0.2531942678894561,0.04903976700909296
2018-07-05,1257.300048828125,9,6639.14013671875,4999240192,11315.700439453125,33190656211804.75,-0.7488614426826912,0.0879233786927125
2018-07-06,1254.300048828125,7,6673.5,4313959936,8780.100341796875,28789211632896.0,-0.224078050777632,-0.13261095384258514
2018-07-09,1258.0999755859375,37,6741.75,3718129920,46549.69909667969,25066702388160.0,4.301727461482877,-0.12930222932824165
2018-07-10,1253.800048828125,65,6329.9501953125,4052430080,81497.00317382812,25651680576386.25,0.750752523761022,0.023336862550478843
2018-07-11,1242.800048828125,30,6394.7099609375,3644859904,37284.00146484375,23307821934330.5,-0.5425107671098132,-0.09137251787757705
2018-07-12,1245.0,7,6228.81005859375,3770170112,8715.0,23483673516235.125,-0.7662536300397464,0.007544745382047413
2018-07-13,1239.5999755859375,2,6238.0498046875,3805400064,2479.199951171875,23738275125993.0,-0.7155249625735083,0.010841643219995367
2018-07-16,1238.0999755859375,2,6741.75,4725799936,2476.199951171875,31860161718528.0,-0.0012100677876272226,0.3421430811391042
2018-07-17,1225.699951171875,0,7321.0400390625,5961950208,0.0,43647676183665.0,-1.0,0.3699766049298512
2018-07-18,1226.300048828125,67,7370.77978515625,6103410176,82162.10327148438,44986892345777.75,inf,0.03068241609192346
2018-07-19,1222.4000244140625,33,7466.85986328125,5111629824,40339.20080566406,38167823568777.0,-0.5090291119693815,-0.15157901382891936
2018-07-20,1229.5,0,7354.1298828125,4936869888,0.0,36306382370898.0,-1.0,-0.048769906791377604
2018-07-23,1224.0,1,7711.10986328125,5132480000,1224.0,39577117151093.75,inf,0.09008704714181226
2018-07-24,1223.9000244140625,0,8424.26953125,7277689856,0.0,61309220911788.0,-1.0,0.5491078007962908
2018-07-26,1225.300048828125,1,7951.580078125,4899089920,1225.300048828125,38955505808815.0,inf,-0.18543170013325805
2018-07-27,1222.5999755859375,254428,8165.009765625,5195879936,311063666.5883789,42424410418455.0,253866.34203257374,0.08904786467578196
2018-07-30,1221.300048828125,62239,8180.47998046875,5551400000,76012493.73901367,45413116563574.22,-0.7556368618273934,0.07044779445701166
2018-07-31,1223.699951171875,2722,7780.43994140625,5287530000,3330911.2670898438,41139309603383.79,-0.9561794238914669,-0.09410952789834381
2018-08-01,1217.9000244140625,1026,7624.91015625,4797620000,1249565.4250488281,36581421463828.125,-0.6248577866979474,-0.11079155638481519
2018-08-02,1210.5999755859375,411,7567.14990234375,4214110000,497556.5899658203,31888802074965.82,-0.60181629549619,-0.12827876012151107
2018-08-03,1214.199951171875,784,7434.39013671875,4627150000,951932.76171875,34400038321118.164,0.9132150611936285,0.07874978308212399
2018-08-06,1208.5999755859375,297,6951.7998046875,3925900000,358954.19274902344,27292070853222.656,-0.6229206439949411,-0.206626731096748
2018-08-07,1209.5999755859375,715,6753.1201171875,4682800000,864863.9825439453,31623510884765.625,1.4093993050212066,0.1587069026325465
2018-08-08,1212.5999755859375,209,6305.7998046875,5064430000,253433.39489746094,31935281704853.516,-0.7069673382027057,0.009858830071840075
2018-08-09,1211.9000244140625,44,6568.22998046875,4267040000,53323.60107421875,28026900055859.375,-0.7895952066782933,-0.1223844425458801
2018-08-10,1211.0999755859375,75,6184.7099609375,4528680000,90832.49816894531,28008572305898.438,0.7034201805410627,-0.0006539342533212755
2018-08-13,1191.300048828125,78,6297.56982421875,4083980000,92921.40380859375,25719149210712.89,0.022997337756395897,-0.08174008550601519
2018-08-14,1193.0,92,6199.7099609375,5301700000,109756.0,32869002299902.344,0.18117027403162544,0.27799726307475603
2018-08-15,1177.5,71,6308.52001953125,4895450000,83602.5,30883044329614.258,-0.23828765625569448,-0.06042039098625107
2018-08-16,1176.199951171875,123,6334.72998046875,4328420000,144672.59399414062,27419371942060.547,0.7304816721287117,-0.11215449975028335
2018-08-17,1176.5,66,6580.6298828125,4992990000,77649.0,32857019198583.984,-0.4632777511188826,0.19831407035922077
2018-08-20,1186.800048828125,68,6308.52978515625,3665100000,80702.4033203125,23121392515576.17,0.03932315059192648,-0.29630279679866345
2018-08-21,1192.5999755859375,22,6488.759765625,3377180000,26237.199462890625,21913709705273.438,-0.6748894904808018,-0.0522322697255001
2018-08-22,1196.300048828125,17,6376.7099609375,4668110000,20337.100830078125,29767183535751.953,-0.22487532029313884,0.3583817590039815
2018-08-23,1187.0,95,6534.8798828125,3426180000,112765.0,22389674756894.53,4.544792295725015,-0.24784033632193136
2018-08-24,1206.300048828125,12,6719.9599609375,4097820000,14475.6005859375,27537186327128.906,-0.8716303765712987,0.22990559827803136
2018-08-27,1209.0,154,6884.64013671875,4019000000,186186.0,27669368709472.656,11.862057010668883,0.004800141189934326
2018-08-28,1207.4000244140625,136,7096.27978515625,4659940000,164206.4033203125,33068238022041.016,-0.11805182279917659,0.19512079835489882
2018-08-29,1204.5,817,7047.16015625,4145880000,984076.5,29216680348593.75,4.992924027940564,-0.11647302377828783
2018-08-30,1197.699951171875,493,6978.22998046875,4463250000,590466.0759277344,31145584960327.15,-0.3999794976023364,0.06602066315265831
2018-08-31,1200.300048828125,191,7037.580078125,4495650000,229257.30932617188,31638496878222.656,-0.6117350027840887,0.015826060692819555
2018-09-04,1192.699951171875,26,7361.66015625,4273640000,31010.19873046875,31461085310156.25,-0.8647362702562755,-0.005607458810362176
2018-09-05,1194.9000244140625,21,6792.830078125,5800460000,25092.900512695312,39401539154960.94,-0.19081781026960842,0.2523896987826213
2018-09-06,1197.9000244140625,7,6529.169921875,5523470000,8385.300170898438,36063674188378.91,-0.6658297765674381,-0.08471407559625166
2018-09-07,1193.5999755859375,29,6467.06982421875,4264680000,34614.39929199219,27579983337949.22,3.127985711486277,-0.23524200019429686
2018-09-10,1193.0,11,6329.7001953125,3714100000,13123.0,23509139495410.156,-0.6208803195080748,-0.14760138875565254
2018-09-11,1195.4000244140625,21,6321.2001953125,3849910000,25103.400512695312,24336051843935.547,0.9129315333913977,0.03517407979508702
2018-09-12,1204.699951171875,37,6351.7998046875,4064230000,44573.898193359375,25815175320205.08,0.775611960252852,0.06077910606679304
2018-09-13,1202.0,22,6517.31005859375,4210910000,26444.0,27443806098833.008,-0.4067379997754015,0.06308811613428134
2018-09-14,1195.0,1,6512.7099609375,4076220000,1195.0,26547238596972.656,-0.9548101648767207,-0.03266921135616374
2018-09-17,1199.699951171875,0,6281.2001953125,3910780000,0.0,24564392099824.22,-1.0,-0.07469125234647023
2018-09-18,1196.800048828125,2,6371.2998046875,4180090000,2393.60009765625,26632606600576.17,inf,0.08419563131654928
2018-09-19,1202.199951171875,0,6398.5400390625,4431340000,0.0,28354106416699.22,-1.0,0.06463880317617132
2018-09-25,1200.0,21,6446.47021484375,4726180000,25200.0,30467178599990.234,inf,0.10584363888023329
2018-09-26,1194.0,17857,6495.0,4437300000,21321258.0,28820263500000.0,845.0816666666667,-0.05405538601433746
2018-09-27,1182.300048828125,4947,6676.75,4606810000,5848838.341552734,30758518667500.0,-0.7256804292902073,0.0672532077126915
2018-09-28,1191.5,404,6644.1298828125,5014430000,481366.0,33316524208271.484,-0.9176988708030853,0.08316413311133597
2018-10-01,1187.0999755859375,180,6589.6201171875,4000970000,213677.99560546875,26364872400263.67,-0.5561007723738927,-0.20865477336564198
2018-10-02,1202.4000244140625,451,6556.10009765625,3979260000,542282.4110107422,26088426874599.61,1.5378486421784054,-0.010485373168781065
2018-10-03,1198.300048828125,76,6502.58984375,3887310000,91070.8037109375,25277582525507.812,-0.8320601925089297,-0.031080614902129544
2018-10-04,1197.199951171875,496,6576.68994140625,3838410000,593811.17578125,25244032437993.164,5.520324314541368,-0.001327266461529364
2018-10-05,1201.199951171875,34,6622.47998046875,3671500000,40840.79833984375,24314435248291.016,-0.9312225838691712,-0.036824433338275675
2018-10-08,1184.4000244140625,250,6652.22998046875,3979460000,296100.0061035156,26472283118076.17,6.2501032824974025,0.08874760395419123
2018-10-09,1187.199951171875,9,6642.64013671875,3580810000,10684.799560546875,23786032227963.867,-0.9639148958449818,-0.10147409190701961
2018-10-10,1189.300048828125,1078,6585.52978515625,3787650000,1282065.4526367188,24943681890747.07,118.98965870830986,0.048669305232935
2018-10-11,1223.5,126,6256.240234375,5181640000,154161.0,32417584648046.875,-0.8797557490665163,0.29963109656526976
2018-10-12,1218.0999755859375,122,6274.580078125,3783500000,148608.19702148438,23739873725585.938,-0.03601950544246357,-0.26768530156313664
2018-10-15,1226.4000244140625,136,6596.5400390625,7370770000,166790.4033203125,48621579423720.7,0.1223499555424894,1.0480976430518334
2018-10-16,1227.300048828125,426,6596.10986328125,4074800000,522829.82080078125,26877828470898.438,2.1346516969367424,-0.44720371511037915
2018-10-17,1223.699951171875,1,6544.43017578125,4088420000,1223.699951171875,26756379219267.58,-0.9976594679521195,-0.004518566362693988
2018-10-18,1226.5,165,6476.7099609375,3924080000,202372.5,25415128023515.625,164.377550114469,-0.05012827725158353
2018-10-19,1225.300048828125,55,6465.41015625,3578870000,67391.50268554688,23138862445898.438,-0.6669927846641868,-0.08956341181956862
2018-10-22,1221.199951171875,18,6487.16015625,3672860000,21981.59912109375,23826431051484.375,-0.6738223923621155,0.029714883659192726
2018-10-23,1233.4000244140625,33,6475.740234375,3716150000,40702.20080566406,24064822071972.656,0.8516487622870825,0.01000531804252014
2018-10-24,1227.800048828125,36,6495.83984375,3424670000,44200.8017578125,22246107837695.312,0.08595606337978601,-0.075575636039941
2018-10-25,1229.0999755859375,7,6476.2900390625,3230550000,8603.699829101562,20921978785693.36,-0.8053496885363429,-0.0595218301404733
2018-10-26,1232.5,20,6474.75,3306050000,24650.0,21405847237500.0,1.8650464904206294,0.023127279535218426
2018-10-29,1224.5,214,6332.6298828125,4199910000,262043.0,26596475571123.047,9.6305476673428,0.24248646998329515
2018-10-30,1222.5999755859375,72,6334.27001953125,3781100000,88027.1982421875,23950508370849.61,-0.6640734603016012,-0.0994856327184298
2018-10-31,1212.300048828125,121,6317.60986328125,4191240000,146688.30590820312,26478619163378.906,0.6663975320970965,0.10555562134147789
2018-11-01,1236.0,14,6377.77978515625,3789400000,17304.0,24167958717871.094,-0.8820355863211838,-0.08726514140524211
2018-11-02,1230.9000244140625,18,6388.43994140625,4234870000,22156.200439453125,27054212654663.086,0.2804091793488861,0.11942481243389991
2018-11-05,1229.800048828125,15,6419.66015625,4174800000,18447.000732421875,26800797220312.5,-0.1674113626642567,-0.009366949154475113
2018-11-06,1223.800048828125,4,6461.009765625,4700040000,4895.2001953125,30367004338828.125,-0.7346343578385158,0.13306347155273324
2018-11-07,1226.199951171875,1,6530.14013671875,4941260000,1226.199951171875,32267120251962.89,-0.74950974378003,0.06257172725810234
2018-11-08,1222.9000244140625,2,6453.72021484375,4665260000,2445.800048828125,30108282769501.953,0.9946176367815727,-0.06690517981162603
2018-11-09,1206.4000244140625,14,6385.6201171875,4346820000,16889.600341796875,27757141237792.97,5.905552377386417,-0.07808952605196606
2018-11-12,1201.300048828125,1,6371.27001953125,4295770000,1201.300048828125,27369510611801.758,-0.9288733880898736,-0.013965077407302684
2018-11-13,1199.199951171875,5,6359.490234375,4503800000,5995.999755859375,28641872117578.125,3.991259062803258,0.04648828120542725
2018-11-14,1207.9000244140625,0,5738.35009765625,7398940000,0.0,42457708071552.734,-1.0,0.4823649759086641
2018-11-16,1220.800048828125,5,5575.5498046875,5279320000,6104.000244140625,29435111594882.812,inf,-0.2588925142565234
2018-11-19,1223.0999755859375,0,4871.490234375,7039560000,0.0,34293147794296.875,-1.0,0.16504222121782663
2018-11-20,1219.0,12,4451.8701171875,8428290000,14628.0,37521652389990.234,inf,0.09414430588463718
2018-11-21,1225.800048828125,0,4602.169921875,6120120000,0.0,28165832182265.625,-1.0,-0.2493445680505395
2018-11-23,1221.0,1,4347.10986328125,4871490000,1221.0,21176902227875.977,inf,-0.24813504210218817
